song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key
Lemon Pepper Freestyle,Drake ,4FRW5Nza1Ym91BGV4nFWXI,383.037,0.637,94.966,1,4,0.431,1
Say So,Doja Cat ,3Dv1eDb0MEgF93GpLXlucZ,237.893,0.673,110.962,0,4,0.779,11
Dos Oruguitas,Sebastian Yatra ,5rohUzwEoRsUvAA1Bf3DLo,214.613,0.355,93.788,1,4,0.465,0
Like It's Christmas,Jonas Brothers ,1OjmlSFuzYflWjSMTCyTJv,200.88,0.571,146.035,1,4,0.61,1
Wall  Loverboy,A,0qXP5fMhxGzxALOkXYUxfP,224.52,0.466,120.045,1,4,0.499,0
What Christmas Means To Me,Stevie Wonder ,1V0qqWBbIWt8hlAjxTZedR,148.147,0.699,83.529,1,4,0.802,0
ghostin,Ariana Grande ,2vdBo4ALPYbHRUPKgtE5iC,271.467,0.364,103.777,1,4,0.11,9
my tears ricochet,Taylor Swift ,1MgV7FIyNxIG7WzMRJV5HC,255.894,0.263,129.86,1,4,0.111,0
Rumors,Lizzo ,6KgtcmCF9Ky68XC7ezxl3s,172.833,0.731,118.992,0,4,0.607,4
Sacrifices,Drake ,0xl1w2q4VLojeXp4JfazPL,307.593,0.439,139.112,1,4,0.532,8
Guatemala,Rae Sremmurd ,0TCnOEVeLQMXOUrpPlM7uY,256.341,0.699,100.989,0,4,0.0778,4
Best Friend,Young Thug ,33JcUj9qQDayKswunZP9ar,213.0,0.598,127.029,1,4,0.408,8
Toothbrush,DNCE ,7ciLq0Cip0yxiz6KANrOUq,231.813,0.785,104.978,1,4,0.825,7
Wildest Dreams (Taylor's Version),Taylor Swift ,1K39ty6o1sHwwlZwO6a7wK,220.433,0.672,140.061,1,4,0.514,8
Make Believe,Juice WRLD ,1goNZsIE8w3NQOzlP40veh,142.026,0.841,83.965,1,4,0.672,0
INTRO,DaBaby ,77KMttn3Lic7ZQKDlPqp8v,172.8,0.685,100.024,0,4,0.672,0
Don't Leave,Snakehips ,0Zx8khUcEfCFK2AEoIhC92,214.693,0.703,122.381,1,4,0.338,1
Like I Can,Sam Smith ,2TeLIzFBe3hxkPR5FIQZut,167.066,0.627,99.933,0,4,0.481,7
Talk,Yeat ,0oO1AbL92F6329z13C2qQH,174.857,0.763,139.939,0,4,0.252,4
Jail,Kanye West ,6d8HN8MqqbqrEUI2bvx0aG,297.0,0.571,110.013,1,4,0.586,4
Still Goin Down,Morgan Wallen ,2Qz8kpCjxulML39zB6gQxY,186.293,0.752,148.108,1,4,0.72,7
Still Don't Know My Name,Labrinth ,6N22FZs2ZhPBYi3b9XPajV,153.294,0.63,89.643,1,1,0.313,5
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA)  REMIX",Lorde ,7rdUtXasA973gmrr2Xxh3E,214.255,0.548,106.996,0,4,0.175,0
bad guy,Billie Eilish ,2Fxmhks0bxGSBdJ92vM42m,194.088,0.425,135.128,1,4,0.562,7
Demons,Imagine Dragons ,3LlAyCYU26dvFZBDUIMb7a,175.2,0.71,89.938,1,4,0.428,3
Sensualidad,Bad Bunny ,5hcisvFMidkMJlElTO9Qmw,297.485,0.681,140.006,1,4,0.676,11
Fire & Desire,Drake ,7t3Xdbufg7q2onVsR8RBdY,246.735,0.408,115.129,0,4,0.333,1
Clouded,Brent Faiyaz ,2J6OF7CkpdQGSfm1wdclqn,110.129,0.344,65.203,1,3,0.581,2
Not Alike,Eminem ,28FGV3ORH14MYORd7s5dlU,288.087,0.756,140.005,1,4,0.342,10
Baby Birkin,Gunna ,0BOmhToQ03yOdpzYKMEnAg,181.948,0.649,118.04,1,4,0.629,2
Nephew,Smokepurpp ,67KvputYgCRghvDQYj5FMq,202.963,0.454,161.993,1,4,0.675,9
Ice Cream,BLACKPINK ,4JUPEh2DVSXFGExu4Uxevz,177.813,0.701,159.972,1,4,0.91,9
SNAP,Rosa Linn ,76OGwb5RA9h4FxQPT33ekc,179.551,0.636,170.01,1,4,0.525,0
Titanic,Juice WRLD ,1YM6c2sxbf2Jacl9IFgn4I,176.65,0.545,174.146,0,4,0.234,1
Carry On,XXXTENTACION ,2yZax79pOrYuyIFVW2cZY2,129.72,0.197,147.899,0,4,0.383,3
I'M ON ONE,Future ,6wyhUr4Xw8z5uSy0AhoZfU,236.187,0.707,76.977,1,4,0.113,11
CAROUSEL,Travis Scott ,7KZ5MMVgBVox9ycroB2UrI,180.183,0.403,95.387,0,5,0.133,5
ball w/o you,21 Savage ,50a8bKqlwDEqeiEknrzkTO,195.047,0.633,137.994,1,4,0.459,8
CAN'T SAY,Travis Scott ,27a1mYSG5tYg7dmEjWBcmL,198.408,0.708,147.98,0,4,0.713,10
Dessert,Dawin ,0mxoXsr14ILAYcXZBMJcOs,210.893,0.731,97.03,1,4,0.765,6
Boss,Lil Pump ,1rsAFUCa6BVMgRQ3FCQQsi,106.021,0.789,119.999,0,4,0.647,10
Escápate Conmigo,Wisin ,1KSqYYJFyfTecXFk9M0prc,232.787,0.859,91.977,1,4,0.787,11
Stargazing,Kygo ,0Zbbxnx4SGGHoIow4PpISP,236.853,0.497,99.137,1,4,0.419,5
Rare,Selena Gomez ,7HMmFQsKsljwTw8bS7lu19,220.59,0.545,114.998,1,4,0.631,5
Wicked Games,The Weeknd ,00aqkszH1FdUiJJWvX6iEl,325.305,0.57,114.033,1,4,0.258,9
Take You Dancing,Jason Derulo ,59qrUpoplZxbIZxk6X0Bm3,190.306,0.711,112.985,1,4,0.753,2
Antarctica,$uicideboy$ ,5UGAXwbA17bUC0K9uquGY2,126.85,0.633,105.945,1,5,0.319,2
Peta,Roddy Ricch ,4bl1HBZliBuYpFZjWgefE4,198.849,0.573,140.114,0,4,0.269,10
Down,Marian Hill ,5eCkuGPZNl4mISFNPgr3Dd,197.773,0.357,113.301,0,5,0.0661,0
Man Of The Year,Juice WRLD ,7AvprzMsRJpybaalckaT8c,136.408,0.695,173.966,1,4,0.298,4
Ice Tray,Quality Control ,3wdfLVUhmX64lIyWIIEW8s,213.613,0.504,129.969,0,4,0.222,8
WAKE UP,Travis Scott ,20MuVazoNMv6xjKPnRFOxG,231.964,0.645,149.07,0,4,0.488,11
Bruises,Lewis Capaldi ,4Of7rzpRpV1mWRbhp5rAqG,220.492,0.308,111.202,1,4,0.361,4
I Really Like You,Carly Rae Jepsen ,2hHLbkatPwOOmrNxTiD41L,204.764,0.805,122.062,1,4,0.586,5
Cinema,Harry Styles ,35TyJIMR3xRouUuo2sjS6v,243.508,0.644,105.993,0,4,0.896,9
Richer,Rod Wave ,0mehSdTadpXbHAWTrnrIXO,190.459,0.411,137.905,1,3,0.734,1
Straightenin,Migos ,3X2r2CnHOJeV5YekPTgBnK,255.532,0.629,135.976,1,4,0.109,9
I Forgot That You Existed,Taylor Swift ,43rA71bccXFGD4C8GOpIlN,170.64,0.316,92.875,1,4,0.541,5
Privileged Rappers,Drake ,7l2nxyx7IkBX5orhkALg0V,160.821,0.614,144.045,1,4,0.616,5
Stupid Love,Lady Gaga ,7d6mwOHKEoimJqtrXYB8a6,193.533,0.825,117.987,1,4,0.784,8
TAlk tO Me,Tory Lanez ,2QihWAl9xAwGPm5vGoO7uM,184.49,0.657,159.97,1,4,0.49,0
Fiel,Los Legendarios ,7Bk0uXKk1uPT0XuQbpFzvs,261.667,0.701,98.005,0,4,0.505,6
Ghost Town,Kanye West ,7vgTNTaEz3CsBZ1N4YQalM,271.387,0.545,83.378,0,4,0.297,7
Waiting For Love,Avicii ,2P4OICZRVAQcYAV2JReRfj,230.613,0.736,127.999,0,4,0.613,6
Please Come Home for Christmas  Eagles 2013 Remaster,Eagles ,3QIoEi8Enr9uHffwInGIsC,177.44,0.289,183.18,1,3,0.466,9
Uno,Ambjaay ,3AEgic4yp82NxMWUjHtxnO,109.091,0.477,110.002,1,4,0.196,8
Bigger Than The Whole Sky,Taylor Swift ,0BiqmkasE5FdrChwKfVp8X,218.503,0.235,165.71,1,4,0.068,6
Tip Toe,Jason Derulo ,2z4pcBLQXF2BXKFvd0BuB6,187.521,0.709,98.062,0,4,0.62,10
Let It Fly,Lil Wayne ,0CBQ0m3mufWH75LTYB3s6h,186.872,0.819,89.0,1,4,0.745,1
Be Real,Kid Ink ,4fUh9VvKW4shhWN5LfN1Ba,206.76,0.611,99.934,0,4,0.386,9
Good Old Days,Macklemore ,2Za1AlJNvksouPPWbXpR2X,240.507,0.51,122.964,1,4,0.268,8
TShirt,Thomas Rhett ,5kNe7PE09d6Kvw5pAsx23n,227.427,0.389,166.052,1,4,0.4,2
BELIEVE IT,PARTYNEXTDOOR ,6WHZvtFnceMMv08gUCHR0y,183.219,0.7,157.871,1,4,0.73,6
Captain Hook,Megan Thee Stallion ,1E3VQQWFQAPJkXfYHjqWoI,176.75,0.633,163.991,0,4,0.545,10
Purple Lamborghini,Skrillex ,6JyuJFedEvPmdWQW0PkbGJ,215.51,0.899,147.268,0,4,0.298,10
AM Remix,Nio Garcia ,05bfbizlM5AX6Mf1RRyMho,261.335,0.655,172.031,0,4,0.785,6
Nobody Gets Me,SZA ,5Y35SjAfXjjG0sFQ3KOxmm,180.853,0.284,99.796,1,3,0.276,7
Commercial,Lil Baby ,3tDqEKKUs6gf8zMvSuLyLA,214.215,0.486,120.998,0,4,0.535,11
Blasé,Ty Dolla $ign ,2NAZcL9tLUkdMMb5v3xFVG,228.75,0.523,127.932,0,4,0.693,7
Goodbyes,Post Malone ,0t3ZvGKlmYmVsDzBJAXK8C,174.853,0.653,150.068,1,4,0.163,5
Like I Do,David Guetta ,6RnkFd8Fqqgk1Uni8RgqCQ,202.5,0.9,127.978,0,4,0.15,0
Sugar Wraith,Post Malone ,0MrRAUcB8AZiB9ue2VOBYe,228.147,0.775,164.02,0,4,0.307,5
Love Of My Life,Harry Styles ,1mw0RgNXIpYRyyCdBQbLgA,191.638,0.536,118.057,1,4,0.203,7
Let Me Know (I Wonder Why Freestyle),Juice WRLD ,3wwo0bJvDSorOpNfzEkfXx,215.381,0.537,125.028,0,4,0.383,7
Ain't My Fault,Zara Larsson ,0ADG9OgdVTL7fgREP75BrZ,224.031,0.782,141.153,0,4,0.355,6
Pop Style,Drake ,5mPSyjLatqB00IkPqRlbTE,212.947,0.462,133.053,1,4,0.0594,7
Daydreaming,Harry Styles ,69w5X6uTrOaWM32IetSzvO,187.342,0.811,113.971,0,4,0.899,4
Kelly Price,Migos ,5Q6DJEgNTiN9xcOQzKmw9F,363.934,0.686,121.978,0,4,0.437,4
Happier Than Ever  Edit,Billie Eilish ,32BeYxKPrig1LefHsC0Xuo,151.444,0.599,161.74,1,3,0.127,0
First Off,Future ,3WRIaWsws011vHMd9uzPjG,228.367,0.683,162.038,1,4,0.445,1
Graduation,benny blanco ,6cjSh516BbrNUs213jDAGm,177.847,0.65,154.968,1,4,0.605,0
Eazy  Good Life,G,1Eck97uRMlprKOOJN9oO1E,225.526,0.771,168.385,1,4,0.573,1
In My Mind,Dynoro ,0E9ZjEAyAwOXZ7wJC0PD33,184.56,0.77,125.905,1,4,0.163,6
Shake It Off,Taylor Swift ,3pv7Q5v2dpdefwdWIvE7yH,219.209,0.807,160.055,1,4,0.921,7
In The Bible,Drake ,61S79KIVA4I9FXbnsylEHT,296.568,0.385,143.07,0,4,0.147,7
Isis,Joyner Lucas ,4h7qcXBtaOJnmrapxoWxGf,236.501,0.936,120.004,1,4,0.758,1
La La Land,Bryce Vine ,4oM9DGUTrRaXJDypxxHztZ,177.253,0.473,97.953,0,4,0.416,1
Kings & Queens,Ava Max ,7a53HqqArd4b9NF4XAmlbI,162.399,0.69,129.857,0,4,0.457,1
Skateboard P,MadeinTYO ,72UCHNyJcymw81x0AKevho,242.307,0.47,75.474,0,4,0.339,1
The Mack,Nevada ,2fUZ3aMp8amSaV0mp8s6rQ,167.038,0.882,106.017,1,4,0.56,0
Bubbly,Young Thug ,4KDNRh9Oor80z3XIxdWlui,165.067,0.585,129.011,0,4,0.599,11
Allergic,Post Malone ,1YscJ7yVTlFxW3eF6pv5ba,156.893,0.741,144.968,1,4,0.57,0
Come First,Terror Jr ,5fo4LbJ8lOaB54wcM5wPMv,171.845,0.216,95.048,0,4,0.392,5
Thunderclouds,Sia ,4lJNen4SMTIJMahALc3DcB,187.027,0.714,112.009,1,4,0.489,7
Survival,Drake ,2yg9UN4eo5eMVJ7OB4RWj3,136.187,0.596,77.324,0,4,0.145,9
Slide Away,Miley Cyrus ,6QQtHdz4PNJWQX4nrAQGC9,233.654,0.538,148.016,1,4,0.289,5
Fall,Eminem ,58QhkbaAkLFnn7JwAnAato,262.494,0.546,182.973,1,4,0.535,1
Reborn,KIDS SEE GHOSTS ,4RVbK6cV0VqWdpCDcx3hiT,324.674,0.597,100.051,1,4,0.227,0
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift ,2CYVETnhM9aytqrazYYwrK,277.592,0.817,135.942,0,4,0.714,11
Flexicution,Logic ,2c8sgbZoEanC3QyFNZxUcA,218.947,0.713,159.839,0,4,0.68,0
TIC TOC,6ix9ine ,0uEkcxPKj9JE0nxlwJWYlE,135.739,0.687,142.024,0,4,0.692,6
Still D.R.E.,Dr. Dre ,503OTo2dSqe7qk76rgsbep,270.587,0.775,93.431,1,4,0.527,11
Vaina Loca,Ozuna ,48zFZh27QU5qsrBjn4C2FA,176.133,0.805,93.982,1,4,0.555,6
Kiss It Better,Rihanna ,0UHB9METy4VCXNgkcGqHqS,253.08,0.806,95.0,0,4,0.877,3
I AM WOMAN,Emmy Meli ,3nOz1U41SZZ0N3fuUWr9nb,232.813,0.471,170.084,1,4,0.455,10
(There's No Place Like) Home for the Holidays  1959 Version,Perry Como ,2GapxG7BxK55ihQRAlR39e,178.293,0.401,143.823,1,4,0.45,5
Mi Gente,J Balvin ,4ipnJyDU3Lq15qBAYNqlqK,189.44,0.687,104.959,0,4,0.308,11
Selfish,Madison Beer ,5UY8jf31X2hJkiAualFTyh,223.27,0.461,75.217,1,4,0.233,9
Get It Together,Drake ,7y6c07pgjZvtHI9kuMVqk1,250.337,0.721,123.011,0,4,0.849,5
Broke Boys,Drake ,45pUWUeEWGoSdH6UF162G8,225.439,0.533,120.041,1,4,0.112,2
Chanel (Go Get It),Young Thug ,0kCBorRrKZkSztd9m0QI3r,201.707,0.5,140.011,0,4,0.462,4
Rescue Me,OneRepublic ,37LNNQNbL1YLyutBG6aWRx,159.65,0.606,121.038,0,4,0.646,11
Cheerleader  Felix Jaehn Remix Radio Edit,OMI ,023OVLNzXhX0j7CxswUt6D,180.56,0.68,118.026,1,4,0.594,4
Collard Greens,ScHoolboy Q ,0zO8ctW0UiuOefR87OeJOZ,299.96,0.575,153.954,1,4,0.65,11
SUVs (Black on Black),Jack Harlow ,1MIGkQxcdAt2lDx6ySpsc5,157.675,0.688,162.928,1,4,0.5,1
Pray,Sam Smith ,7DsX5K72fewVGb47qj7Tbg,221.596,0.382,87.801,0,3,0.147,4
MONEY,LISA ,7hU3IHwjX150XLoTVmjD0q,168.228,0.554,140.026,0,4,0.396,1
Jump Out The Window,Big Sean ,1jQsKN68yE94tMYml0wHMd,213.693,0.704,136.936,1,4,0.494,1
Paris,Taylor Swift ,7712gjoih4QoDbXpljEk21,196.259,0.509,110.947,1,4,0.345,7
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X ,38T0tPVZHcPZyhtOcCP7pF,210.576,0.715,141.872,0,4,0.308,2
Tenerife Sea,Ed Sheeran ,6vSwxzO2Qf4BinHSXRwZJe,241.347,0.346,121.876,1,4,0.359,8
Life Is Good,Future ,1K5KBOgreBi5fkEHvg5ap3,237.918,0.574,142.053,0,4,0.537,2
What If I Told You That I Love You,Ali Gatie ,6USdi8uX5GNAPYziFhisHb,193.668,0.366,84.394,1,4,0.229,7
HIGHEST IN THE ROOM,Travis Scott ,3eekarcy7kvN4yt5ZFzltW,175.721,0.427,76.469,0,4,0.0605,7
Not Sober,The Kid LAROI ,29t9XYOV65fFXiVzFFJgHH,216.0,0.639,119.82,0,5,0.385,2
Capital Letters,Hailee Steinfeld ,6l0Ky2PycJV1Bz88kFeVGL,219.373,0.814,99.963,1,4,0.459,0
Fade,Kanye West ,3cCxoOgfi6hgt8MNteuiiD,193.748,0.765,105.998,0,4,0.309,9
Over The Top,Smiley ,22ruOqBqBRiZDiXFud4OXa,153.406,0.498,139.928,0,4,0.259,10
Ultralight Beam,Kanye West ,1eQBEelI2NCy7AUTerX0KS,320.68,0.403,105.169,0,4,0.391,0
What Happened To Virgil,Lil Durk ,7ohROa13QK43JBRqfCmz4P,181.393,0.526,140.037,0,4,0.194,6
Massive,Drake ,28JBD8p18xNuOfyV7Cotdn,336.924,0.671,124.994,0,3,0.0557,4
Bleed It,Blueface ,1JGaV39uhSQd2eAteOxFlF,145.547,0.76,101.91,0,4,0.516,1
in my head,Ariana Grande ,4T652DlATVHe0jdLKaN3Bw,222.947,0.6,134.979,1,4,0.331,0
Electricity,Silk City ,5N4erncE7kuUccm7zEmwzk,238.173,0.67,118.159,1,4,0.505,0
FRANCHISE,Travis Scott ,4jVBIpuOiMj1crqd8LoCrJ,202.795,0.699,154.981,0,4,0.547,8
Lemon  Drake Remix,N.E.R.D ,739vCwA3EpBSkk3uDsI2wB,226.107,0.657,189.992,1,4,0.245,1
Colors,Halsey ,1TnUURhehaoMWKAqQtirm6,249.5,0.812,100.02,1,4,0.521,1
Good Thing,Zedd ,5aUSEPNd3m5xliFK4pn5mU,210.901,0.564,185.913,0,3,0.574,1
Pink Venom,BLACKPINK ,5zwwW9Oq7ubSxoCGyW1nbY,186.964,0.734,180.06,1,4,0.708,4
Make You Miss Me,Sam Hunt ,0xwPzLmBAYro8BUz7MrtAo,225.693,0.472,146.005,1,4,0.168,7
B.S.,Jhené Aiko ,63wx9vdskaXbYxyDx4oJCZ,212.867,0.525,135.781,0,4,0.377,8
Everyday,A$AP Rocky ,2N3U8uTYhjX2KwGT0pf5x0,260.987,0.661,149.818,1,4,0.335,4
Love Story (Taylor’s Version),Taylor Swift ,3CeCwYWvdfXbZLXFhBrbnf,235.767,0.79,119.082,1,4,0.416,2
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco ,1WSGTYKLEpKfNQYYW5Oymt,158.027,0.468,95.266,0,4,0.69,10
MAMA,6ix9ine ,5SOYmkRawOJrpufdWsAfo8,192.405,0.661,160.063,1,3,0.435,1
We Dem Boyz,Wiz Khalifa ,1ULa3GfdMKs0MfRpm6xVlu,224.933,0.862,130.021,1,4,0.52,8
Hold Me Closer,Elton John ,72yP0DUlWPyH8P7IoxskwN,202.246,0.75,126.041,1,4,0.486,0
Dura,Daddy Yankee ,6KuqAtoeVzxAYOaMveLNpH,200.48,0.84,95.001,1,4,0.839,1
8 Out Of 10,Drake ,0zqy3ss4CwD6u4QPksS0nI,195.72,0.689,170.538,1,4,0.31,2
Photograph,J. Cole ,0bhnUFDQFCEHCBlsQfHnj5,218.954,0.487,104.98,1,3,0.358,1
Baila Baila Baila,Ozuna ,7mWFF4gPADjTQjC97CgFVt,235.284,0.572,100.016,1,4,0.49,2
Papi’s Home,Drake ,6jy9yJfgCsMHdu2Oz4BGKX,178.623,0.741,140.177,1,4,0.588,2
El Apagón,Bad Bunny ,0UvZcEfpzVyx47QsRbjyBz,201.816,0.698,117.765,1,4,0.599,8
Happier,Ed Sheeran ,2RttW7RAu5nOAfq6YFvApB,207.52,0.385,89.792,1,4,0.236,0
The Other,Lauv ,1DlGTnBydbBcOSdC6XEZnq,189.333,0.552,179.623,1,4,0.383,7
Look What God Gave Her,Thomas Rhett ,2KqJC0koTBUyDlsMt5ok1V,168.96,0.85,113.0,1,4,0.883,2
Aguacero,Bad Bunny ,2uflssWlCaJ6CbTMOsUpNI,210.989,0.645,121.391,0,5,0.668,6
Banking On Me,Gunna ,7Fege3yv4dvehB3NdRBGwI,200.0,0.308,135.143,0,4,0.46,0
Jimmy Choo,Fetty Wap ,7s49Um7G06hq2rulrHPsIy,176.855,0.646,132.97,0,4,0.468,11
Under The Sun,Dreamville ,6MF4tRr5lU8qok8IKaFOBE,202.04,0.64,138.672,1,4,0.163,0
September Song,JP Cooper ,0zbzrhfVS9S2TszW3wLQZ7,220.291,0.615,95.941,0,4,0.374,0
Silly Watch,Lil Uzi Vert ,5egD7A5x9AHdVO2fMo3Wbo,195.692,0.535,130.117,1,4,0.157,8
Low,SZA ,2GAhgAjOhEmItWLfgisyOn,181.08,0.546,145.044,0,4,0.335,0
Iris,The Goo Goo Dolls ,6Qyc6fS4DsZjB2mRW9DsQs,289.533,0.715,155.925,0,3,0.497,11
Staring At The Sun,Post Malone ,5KE9b4x7Zj2A8XtbkqhqTe,168.28,0.772,95.074,0,4,0.347,6
Mother's Daughter,Miley Cyrus ,4tc97Wa8SP5f9gaaOar8Kq,219.08,0.866,91.017,0,4,0.527,6
Summertime Magic,Childish Gambino ,4j3GWI86JvSaF0BLdmgcfF,213.6,0.579,100.011,1,4,0.129,0
My Only Wish (This Year),Britney Spears ,0YWUHZPJVg4iujddsJDwhM,255.4,0.843,147.08,1,4,0.702,0
Jealous,Eyedress ,1aXV8GrmQLvgoFtBPERP7E,122.339,0.921,93.01,0,4,0.696,9
The Archer,Taylor Swift ,3pHkh7d0lzM2AldUtz2x37,211.24,0.574,124.344,1,4,0.166,0
9,Drake ,1C7KSXR2GVxknex6I4ANco,255.787,0.712,100.009,1,4,0.0379,10
Santa Claus Is Coming to Town,Michael Bublé ,5Ber68jZ7ytegr2UISEdb7,171.093,0.389,122.331,1,4,0.396,10
GOD.,Kendrick Lamar ,6hzbRKhJHo6cfCHSnNaDS8,500.96,0.41,95.931,1,4,0.136,2
Numb,21 Savage ,0G149jkGWKwrPXUGkEDgWM,271.307,0.436,82.009,0,4,0.464,5
listen before i go,Billie Eilish ,0tMSssfxAL2oV8Vri0mFHE,242.652,0.0561,79.764,1,3,0.082,0
Poland,Lil Yachty ,74loibzxXRL875X20kenvk,83.2,0.555,150.024,0,4,0.26,5
MY PYT,Wale ,2Fe6gDE0mCZz0g98i5QpVL,236.867,0.481,191.991,1,4,0.456,0
No Love,Summer Walker ,08SB2OtZkaliju77WYEKxk,231.498,0.618,133.876,0,4,0.517,1
Lot to Learn,Luke Christopher ,3TRFq09DUgYj1mug6RRqJW,248.337,0.846,82.232,1,4,0.602,6
Radioactive,Imagine Dragons ,4G8gkOterJn0Ywt6uhqbhp,186.813,0.784,136.245,1,4,0.236,9
Narrow Road,NLE Choppa ,3GZd1aDsgKL71Kt3VIp0hc,240.297,0.553,159.999,1,4,0.161,7
I Want You To Know,Zedd ,1JDIArrcepzWDTAWXdGYmP,240.0,0.846,129.998,0,4,0.366,9
Get You,Daniel Caesar ,7zFXmv6vqI4qOt4yGf3jYZ,278.18,0.294,74.038,0,4,0.358,4
BICHOTA,KAROL G ,7vrJn5hDSXRmdXoR30KgF1,178.947,0.666,163.908,0,4,0.838,1
Someone Like You,Adele ,1zwMYTA5nlNjZxYrvBB2pV,285.24,0.319,135.187,1,4,0.294,9
invisible string,Taylor Swift ,6VsvKPJ4xjVNKpI8VVZ3SV,252.881,0.452,83.433,0,4,0.45,4
Saint,Huncho Jack ,7foypmc7KZyU716Yv63BPe,140.793,0.648,150.058,1,4,0.0798,1
Desesperados,Rauw Alejandro ,6mmPpaltUZK7xjNlBPQQ0p,224.997,0.694,90.02,0,4,0.511,1
How I Move,Flipp Dinero ,14X1WxiHXdVRJ99cMCBzOE,224.916,0.635,119.954,0,4,0.808,5
She Got the Best of Me,Luke Combs ,698eQRku24PIYPQPHItKlA,183.16,0.907,150.99,1,4,0.7,11
betty,Taylor Swift ,5kI4eCXXzyuIUXjQra0Cxi,294.521,0.377,95.939,1,4,0.502,0
Ring,Cardi B ,5DfWF0jqMgZDCiu9zJENTA,177.14,0.543,106.029,0,4,0.485,1
Up Up And Away,Juice WRLD ,7pbg3ABlAZv2NiIdKbBBFm,147.548,0.665,75.059,0,4,0.486,4
Bake Sale,Wiz Khalifa ,2okC0OWtgS86P2LC18IzHy,238.53,0.522,139.917,1,4,0.355,3
As I Am,Justin Bieber ,6F2r4HgpJnvKDmkN6JEN6J,174.406,0.543,99.928,1,4,0.109,11
Singles You Up,Jordan Davis ,4LiMQ6G9n84rDUBs9wtwz6,182.667,0.907,199.943,1,4,0.631,7
Talk Up,Drake ,4ksuI04WMvUnJbHQjgs3L5,223.24,0.491,140.121,1,4,0.334,11
Diplomatic Immunity,Drake ,4haJoBPbPj9QFKNpp9e8kx,255.867,0.839,74.886,0,4,0.549,9
Night Changes,One Direction ,5O2P9iiztwhomNh8xkR9lJ,226.6,0.52,120.001,1,4,0.37,8
Mount Everest,Labrinth ,1ZdhOMWyFR8Iv9eylMGYg2,157.497,0.428,87.724,0,4,0.44,0
6 God,Drake ,3a8tAZFJxlmBwOtrf5L1oC,180.667,0.623,105.446,1,4,0.498,2
Pain 1993,Drake ,6Kj17Afjo1OKJYpf5VzCeo,149.078,0.373,77.271,0,4,0.12,5
Big Shot,Kendrick Lamar ,5cXg9IQS34FzLVdHhp7hu7,221.827,0.478,130.018,1,4,0.284,1
Notice Me,Migos ,3OnOomd79OjqSYHchCQ6ht,233.88,0.344,166.105,1,4,0.45,6
One Number Away,Luke Combs ,4gB7HrYHbJVJ5RFOjxmoq4,221.8,0.781,144.075,0,4,0.527,6
Would You Ever,Skrillex ,57p8CBvPOxrvyCbn6ttl5r,234.286,0.91,126.047,1,4,0.0921,10
Running Back,Wale ,2h3i5tGUl6hMu572umjcGo,215.36,0.671,127.133,1,4,0.1,2
Sin,Young Thug ,1Jl21sidRpEdlVBvYbssLx,202.533,0.385,125.995,0,4,0.235,11
BILLY,6ix9ine ,5GyEbpUAN4ErmlPOxKgODR,112.667,0.704,90.055,0,4,0.748,4
Enchanted,Taylor Swift ,3sW3oSbzsfecv9XoUdGs7h,353.253,0.532,81.907,1,4,0.216,8
34+35 Remix,Ariana Grande ,2sQH02O2HBCPJCztBrCWNa,182.438,0.662,109.957,1,4,0.704,5
False Alarm,The Weeknd ,4oeaIftdpT3JuZLcCkKmVE,220.307,0.677,173.978,0,4,0.192,8
Christmas Tree Farm,Taylor Swift ,2mvabkN1i2gLnGAPUVdwek,228.027,0.68,134.002,1,4,0.437,7
Cool,Jonas Brothers ,7yfi8B8opXjnRh4VZnOkz9,167.107,0.598,78.969,1,4,0.62,0
TE MUDASTE,Bad Bunny ,5RubKOuDoPn5Kj5TLVxSxY,130.014,0.637,92.025,0,4,0.471,10
Digital Dash,Drake ,0GR7iJLhj80KD5LkA14ZRn,231.231,0.546,140.032,1,4,0.276,2
Floating,ScHoolboy Q ,4NN6N5TxBO5k9uqu0W4gfQ,186.827,0.545,139.932,0,4,0.543,11
Rich Love,OneRepublic ,7dOeiXeTSfA1ixaYmQcWu7,201.257,0.872,104.592,0,4,0.472,1
Blind,SZA ,2CSRrnOEELmhpq8iaAi9cd,150.72,0.279,114.225,0,4,0.599,9
Waves  Robin Schulz Radio Edit,Mr. Probz ,1HFfMOxCAT4GAwaPfCdmUs,208.133,0.51,119.994,0,4,0.45,5
ALIEN SUPERSTAR,Beyoncé ,1Hohk6AufHZOrrhMXZppax,215.46,0.641,121.892,0,4,0.464,10
True Love,Kanye West ,06JvOZ39sK8D8SqiqfaxDU,148.571,0.861,84.042,0,4,0.388,5
Otro Trago,Sech ,4bTZeO72FwMa6wKOiqoynL,287.773,0.79,175.988,1,4,0.763,0
Greatest,Eminem ,2XTquzYQAdT1Hk78bOUwsv,226.938,0.737,80.025,1,4,0.367,1
N 2 Deep,Drake ,34D6FJysnQioVingDKufuf,273.578,0.429,91.0,1,3,0.0744,2
