song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key,Energy Levels,Key Signature,Emotional Rating,Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
DESPECHÁ,ROSALÍA ,53tfEupEzQRtVFOeZvk7xq,156.788,0.622,130.04,1,4,0.77,7,high-medium energy,G,highly emotionally positive,1442.0,ROSALÍA ,DESPECHÁ,95.0,0.0,34.0,0,454819.0,32745017.0
When We Were Young,Adele ,7GgWAITsYJaRM3r50rfh5w,290.9,0.595,144.361,1,4,0.265,3,high-medium energy,D#/Eb,emotionally negative,1443.0,Adele ,When We Were Young,132.0,0.0,21.0,0,621581.0,32744780.0
Diamonds Dancing,Drake ,2AGottAzfC8bHzF7kEJ3Wa,314.632,0.358,136.036,1,4,0.171,1,low-medium energy,C#/Db,highly emotionally negative,1444.0,Drake ,Diamonds Dancing,177.0,0.0,14.0,0,393273.0,32701453.0
Champions,Kanye West ,2nBI3iWLhupR7LyAJ5GGkE,334.253,0.774,134.952,0,4,0.349,6,high-energy,F#/Gb,emotionally negative,1445.0,Kanye West ,Champions,162.0,0.0,54.0,0,307042.0,32670186.0
Marie  2002,Anne,2BgEsaKNfHUdlh97KmvFyo,186.987,0.683,96.133,0,4,0.603,1,high-medium energy,C#/Db,emotionally positive,1446.0,Anne,Marie  2002,129.0,0.0,74.0,0,373515.0,32669648.0
Too Much Sauce,DJ ESCO ,5oyUurs28XRagLa8lgm6V3,223.093,0.547,121.01,0,4,0.186,6,high-medium energy,F#/Gb,highly emotionally negative,1447.0,DJ ESCO ,Too Much Sauce,171.0,0.0,69.0,0,243470.0,32633178.0
Into the Unknown,Idina Menzel ,3Z0oQ8r78OUaHvGPiDBR3W,194.848,0.405,145.104,0,5,0.274,10,low-medium energy,A#/Bb,emotionally negative,1448.0,Idina Menzel ,Into the Unknown,103.0,0.0,30.0,0,554924.0,32601986.0
Uma Thurman,Fall Out Boy ,5PUawWFG1oIS2NwEcyHaCr,211.573,0.962,149.963,0,4,0.676,4,high-energy,E,emotionally positive,1449.0,Fall Out Boy ,Uma Thurman,267.0,0.0,37.0,0,194162.0,32593348.0
Water Under the Bridge,Adele ,4jL6WWKFDqCOPo2hC3VhSS,240.439,0.833,94.963,0,4,0.538,5,high-energy,F,emotionally positive,1450.0,Adele ,Water Under the Bridge,133.0,0.0,42.0,0,399531.0,32512873.0
Motiv8,J. Cole ,1AT4xjNarTswd0UZ5FlmKF,133.922,0.385,149.897,1,4,0.596,4,low-medium energy,E,emotionally positive,1451.0,J. Cole ,Motiv8,54.0,7.0,4.0,0,3357778.0,32491973.0
All Night,Chance the Rapper ,60xaS8mYBKUW4VQQ666N0T,141.542,0.777,111.921,1,4,0.392,2,high-energy,D,emotionally negative,1452.0,Chance the Rapper ,All Night,132.0,0.0,44.0,0,445892.0,32466025.0
"Honey, I'm Good.",Andy Grammer ,4Tt6GiWS2V9sQjZjS2xjp2,199.263,0.802,122.026,1,4,0.583,9,high-energy,A,emotionally positive,1453.0,Andy Grammer ,"Honey, I'm Good.",153.0,0.0,16.0,0,346987.0,32406527.0
You Don't Own Me,SAYGRACE ,6KI1ZpZWYAJLvmVhCJz65G,201.493,0.635,186.249,1,3,0.261,7,high-medium energy,G,emotionally negative,1454.0,SAYGRACE ,You Don't Own Me,165.0,0.0,39.0,0,391102.0,32396064.0
The Greatest,Sia ,6bLopGnirdrilrpdVB6Um1,210.92,0.785,191.95,0,4,0.686,10,high-energy,A#/Bb,emotionally positive,1455.0,Sia ,The Greatest,76.0,0.0,12.0,0,668573.0,32383116.0
The Greatest,Sia ,6bLopGnirdrilrpdVB6Um1,210.92,0.785,191.95,0,4,0.686,10,high-energy,A#/Bb,emotionally positive,1466.0,Sia ,The Greatest,67.0,0.0,14.0,0,643281.0,31996625.0
Back Up,DeJ Loaf ,0sr5LOMv4x0jmTYfe6oOvP,241.267,0.535,80.012,1,4,0.435,9,high-medium energy,A,emotionally negative,1456.0,DeJ Loaf ,Back Up,222.0,0.0,48.0,0,218405.0,32375664.0
Opp Stoppa,YBN Nahmir ,78p1rF7xx1snnaKxtUzBHn,135.418,0.343,78.061,1,4,0.309,0,low-medium energy,C,emotionally negative,1457.0,YBN Nahmir ,Opp Stoppa,104.0,0.0,41.0,0,422797.0,32323596.0
Ex's & Oh's,Elle King ,70eDxAyAraNTiD6lx2ZEnH,202.173,0.921,139.988,1,4,0.446,7,high-energy,G,emotionally negative,1458.0,Elle King ,Ex's & Oh's,175.0,0.0,22.0,0,369016.0,32309968.0
Die Young,Sleepy Hallow ,6EbVuwU7EnKeF2hdpViXCH,148.817,0.582,77.471,1,4,0.675,11,high-medium energy,B,emotionally positive,1459.0,Sleepy Hallow ,Die Young,83.0,0.0,28.0,0,695525.0,32279009.0
Wockesha,Moneybagg Yo ,0nqhKXDjsyBMvbeWmgijD0,180.93,0.537,82.103,1,4,0.771,0,high-medium energy,C,highly emotionally positive,1460.0,Moneybagg Yo ,Wockesha,108.0,0.0,50.0,0,408654.0,32240474.0
Wockesha,Moneybagg Yo ,0nqhKXDjsyBMvbeWmgijD0,180.93,0.537,82.103,1,4,0.771,0,high-medium energy,C,highly emotionally positive,6848.0,Moneybagg Yo ,Wockesha,3.0,0.0,77.0,0,344108.0,833028.0
Make Me (Cry),Noah Cyrus ,2BrzlUj1u1CtvaJDGIKpsP,242.081,0.471,152.881,1,4,0.209,0,low-medium energy,C,highly emotionally negative,1461.0,Noah Cyrus ,Make Me (Cry),120.0,0.0,52.0,0,339287.0,32239430.0
Me or Sum,Nardo Wick ,2HHLfzE7PkljuqyYU4vwmh,225.533,0.573,160.333,1,4,0.373,1,high-medium energy,C#/Db,emotionally negative,1462.0,Nardo Wick ,Me or Sum,118.0,0.0,60.0,0,360374.0,32108987.0
Si Veo a Tu Mamá,Bad Bunny ,41wtwzCZkXwpnakmwJ239F,170.972,0.603,129.928,1,4,0.824,2,high-medium energy,D,highly emotionally positive,1463.0,Bad Bunny ,Si Veo a Tu Mamá,85.0,4.0,4.0,0,1246255.0,32078410.0
Do Not Disturb,Drake ,2KvHC9z14GSl4YpkNMX384,283.551,0.693,170.982,0,4,0.454,7,high-medium energy,G,emotionally negative,1464.0,Drake ,Do Not Disturb,109.0,0.0,19.0,0,1276948.0,32069594.0
Cant Take A Joke,Drake ,1dUHF4RyMmMTveJ0Rby6Xm,163.974,0.598,173.897,0,4,0.446,10,high-medium energy,A#/Bb,emotionally negative,,,,,,,,,
The Greatest,Sia ,6bLopGnirdrilrpdVB6Um1,210.92,0.785,191.95,0,4,0.686,10,high-energy,A#/Bb,emotionally positive,1455.0,Sia ,The Greatest,76.0,0.0,12.0,0,668573.0,32383116.0
The Greatest,Sia ,6bLopGnirdrilrpdVB6Um1,210.92,0.785,191.95,0,4,0.686,10,high-energy,A#/Bb,emotionally positive,1466.0,Sia ,The Greatest,67.0,0.0,14.0,0,643281.0,31996625.0
Am I Wrong,Nico & Vinz ,1fidCEsYlaVE3pHwKCvpFZ,245.867,0.675,119.968,1,4,0.779,8,high-medium energy,G#/Ab,highly emotionally positive,1467.0,Nico & Vinz ,Am I Wrong,234.0,3.0,8.0,0,275642.0,31990791.0
Crying in the Club,Camila Cabello ,1SJtlNRJDeYHioymcvsqev,216.391,0.617,85.227,0,4,0.603,6,high-medium energy,F#/Gb,emotionally positive,1468.0,Camila Cabello ,Crying in the Club,90.0,0.0,47.0,0,440387.0,31952661.0
Don't Cry,Lil Wayne ,5BQrp63SHCVf4bzCzJePne,249.45,0.71,112.014,1,4,0.233,8,high-medium energy,G#/Ab,highly emotionally negative,1469.0,Lil Wayne ,Don't Cry,47.0,7.0,2.0,(x5),4213664.0,31856866.0
1950,King Princess ,0CZ8lquoTX2Dkg7Ak2inwA,225.133,0.535,71.912,1,4,0.269,4,high-medium energy,E,emotionally negative,1470.0,King Princess ,1950,117.0,0.0,63.0,0,419779.0,31846652.0
Échame La Culpa,Luis Fonsi ,0mlAOSILGRys2IbvyOT5VJ,173.8,0.897,96.006,1,4,0.649,0,high-energy,C,emotionally positive,1471.0,Luis Fonsi ,Échame La Culpa,113.0,0.0,47.0,0,472413.0,31845232.0
The Heart Wants What It Wants,Selena Gomez ,6wJwkMo278iWVlWl1XQ4WA,227.373,0.789,83.066,0,4,0.621,7,high-energy,G,emotionally positive,1472.0,Selena Gomez ,The Heart Wants What It Wants,158.0,23.0,3.0,(x1),380738.0,31762355.0
Whiskey On You,Nate Smith ,0unNLQbn2xlm2nPcB1pdjS,183.787,0.751,110.025,1,4,0.569,8,high-energy,G#/Ab,emotionally positive,1473.0,Nate Smith ,Whiskey On You,121.0,0.0,72.0,0,409434.0,31720619.0
Demons and Angels,A Boogie Wit da Hoodie ,3L19besdNQzd342qL78xqm,214.593,0.55,76.503,0,4,0.183,2,high-medium energy,D,highly emotionally negative,1474.0,A Boogie Wit da Hoodie ,Demons and Angels,97.0,0.0,30.0,0,784378.0,31713523.0
Budapest,George Ezra ,2ixsaeFioXJmMgkkbd4uj1,200.733,0.455,127.812,1,4,0.389,5,low-medium energy,F,emotionally negative,1475.0,George Ezra ,Budapest,269.0,0.0,38.0,0,237231.0,31696250.0
Cloud 9,Beach Bunny ,6vFsBXYczYsP0H3lgunZOm,147.351,0.929,80.974,1,4,0.902,4,high-energy,E,highly emotionally positive,1476.0,Beach Bunny ,Cloud 9,106.0,0.0,36.0,0,418533.0,31676799.0
Hats Off,Lil Baby ,4lUmnwRybYH7mMzf16xB0y,257.428,0.65,133.997,1,4,0.188,9,high-medium energy,A,highly emotionally negative,1477.0,Lil Baby ,Hats Off,102.0,0.0,20.0,0,803198.0,31650216.0
Heroes (we could be),Alesso ,3zU9rdflI65tK4dkkNSp77,210.013,0.748,125.896,1,4,0.356,5,high-medium energy,F,emotionally negative,1478.0,Alesso ,Heroes (we could be),193.0,0.0,16.0,0,306240.0,31641137.0
Heroes (we could be),Alesso ,3zU9rdflI65tK4dkkNSp77,210.013,0.748,125.896,1,4,0.356,5,high-medium energy,F,emotionally negative,3661.0,Alesso ,Heroes (we could be),48.0,0.0,27.0,0,181881.0,5581241.0
Good As Hell,Lizzo ,6KgBpzTuTRPebChN0VTyzV,159.736,0.919,95.982,0,4,0.535,0,high-energy,C,emotionally positive,598.0,Lizzo ,Good As Hell,204.0,0.0,19.0,0,765105.0,88713657.0
Good As Hell,Lizzo ,6KgBpzTuTRPebChN0VTyzV,159.736,0.919,95.982,0,4,0.535,0,high-energy,C,emotionally positive,1479.0,Lizzo ,Good As Hell,86.0,0.0,21.0,0,761636.0,31639258.0
Loco Contigo,DJ Snake ,6osaMSJh9NguagEDQcZaKx,185.195,0.758,192.091,1,4,0.371,11,high-energy,B,emotionally negative,1480.0,DJ Snake ,Loco Contigo,106.0,0.0,53.0,0,437174.0,31617689.0
Secreto,Anuel AA ,5W83ErFkO3aKAIS1WMi6u0,258.8,0.803,91.987,1,4,0.706,11,high-energy,B,emotionally positive,1481.0,Anuel AA ,Secreto,108.0,0.0,88.0,0,394096.0,31599434.0
"fuck, i'm lonely",Lauv ,2RNsweBBb1a6tAHXQtt2xH,198.973,0.547,94.992,1,4,0.718,9,high-medium energy,A,emotionally positive,1482.0,Lauv ,"fuck, i'm lonely",85.0,0.0,21.0,0,663845.0,31599244.0
A Thousand Bad Times,Post Malone ,6D42hmiW8dzbS4E1OZ3Heb,221.173,0.733,159.045,1,4,0.31,6,high-medium energy,F#/Gb,emotionally negative,1483.0,Post Malone ,A Thousand Bad Times,63.0,3.0,9.0,0,2295134.0,31577616.0
Freaky,Tory Lanez ,0NJp8GyCOWnQh71xKSPfuV,173.926,0.563,104.991,1,4,0.363,8,high-medium energy,G#/Ab,emotionally negative,1484.0,Tory Lanez ,Freaky,101.0,0.0,63.0,0,416544.0,31554748.0
Geronimo,Sheppard ,19cL3SOKpwnwoKkII7U3Wh,218.228,0.78,142.028,1,4,0.457,7,high-energy,G,emotionally negative,1485.0,Sheppard ,Geronimo,265.0,0.0,22.0,0,208057.0,31537349.0
Wasted Times,The Weeknd ,7DKS0rX27cCEPsK0R6tFWS,220.293,0.678,122.585,0,4,0.29,10,high-medium energy,A#/Bb,emotionally negative,1486.0,The Weeknd ,Wasted Times,52.0,8.0,3.0,(x1),2305758.0,31536116.0
BEST ON EARTH,Russ ,0xKBkLcF71uUQeTA7FSu4A,160.72,0.748,90.006,0,4,0.597,5,high-medium energy,F,emotionally positive,1487.0,Russ ,BEST ON EARTH,115.0,0.0,55.0,0,418381.0,31525891.0
Immortal,J. Cole ,6AGON2BGdPmPMJGiiNuuwl,201.667,0.43,92.039,0,4,0.266,3,low-medium energy,D#/Eb,emotionally negative,1488.0,J. Cole ,Immortal,86.0,8.0,2.0,(x4),2361543.0,31468094.0
One Last Time,Ariana Grande ,7xoUc6faLbCqZO6fQEYprd,197.267,0.593,125.026,1,4,0.104,8,high-medium energy,G#/Ab,highly emotionally negative,1489.0,Ariana Grande ,One Last Time,180.0,0.0,13.0,0,362136.0,31452518.0
La Difícil,Bad Bunny ,6NfrH0ANGmgBXyxgV2PeXt,163.084,0.848,179.87,0,4,0.761,8,high-energy,G#/Ab,highly emotionally positive,1490.0,Bad Bunny ,La Difícil,75.0,6.0,3.0,(x1),1246286.0,31451898.0
Walk,Comethazine ,0sVcnEo2jnUnr3p7uVDZ9o,96.064,0.795,160.099,1,4,0.739,1,high-energy,C#/Db,emotionally positive,1491.0,Comethazine ,Walk,125.0,0.0,109.0,0,316063.0,31394567.0
fake smile,Ariana Grande ,3wFLWP0FcIqHK1wb1CPthQ,208.88,0.619,83.3,1,4,0.427,9,high-medium energy,A,emotionally negative,1492.0,Ariana Grande ,fake smile,55.0,4.0,7.0,0,2473807.0,31372470.0
Nothing Breaks Like a Heart,Mark Ronson ,02dRkCEc8Q5ch4TTcnLxOn,217.099,0.794,114.066,0,4,0.244,7,high-energy,G,highly emotionally negative,1493.0,Mark Ronson ,Nothing Breaks Like a Heart,83.0,0.0,30.0,0,651219.0,31342790.0
a m a r i,J. Cole ,2cnKST6T9qUo2i907lm8zX,148.421,0.713,65.988,0,4,0.207,4,high-medium energy,E,highly emotionally negative,1494.0,J. Cole ,a m a r i,52.0,7.0,1.0,(x1),4106802.0,31305943.0
Pompeii,Bastille ,3gbBpTdY8lnQwqxNCcf795,214.148,0.715,127.435,1,4,0.571,9,high-medium energy,A,emotionally positive,1495.0,Bastille ,Pompeii,317.0,0.0,35.0,0,161098.0,31300005.0
Elevate,Drake ,3szf2z1Cy1QMrtHrbn8rz9,184.96,0.474,76.061,1,4,0.0542,1,low-medium energy,C#/Db,highly emotionally negative,1496.0,Drake ,Elevate,42.0,4.0,4.0,0,4686139.0,31220700.0
$ave Dat Money,Lil Dicky ,1TkWsnheqK0gBtvh07BtNX,290.836,0.697,98.013,1,4,0.364,2,high-medium energy,D,emotionally negative,1497.0,Lil Dicky ,$ave Dat Money,226.0,0.0,57.0,0,221733.0,31206265.0
Hide,Juice WRLD ,6rz0dTA0PdhXImFV5EjM0w,205.8,0.639,149.996,0,4,0.151,5,high-medium energy,F,highly emotionally negative,1498.0,Juice WRLD ,Hide,118.0,0.0,69.0,0,462306.0,31171797.0
Know No Better,Major Lazer ,6BKeNWeUqxmvQ09Gxd3ZGX,225.85,0.814,119.041,0,4,0.483,7,high-energy,G,emotionally negative,1499.0,Major Lazer ,Know No Better,95.0,0.0,34.0,0,561168.0,31169274.0
Reminds Me Of You,Juice WRLD ,5YSHygGN9D0mID1NsVd5my,158.033,0.631,149.992,1,4,0.33,4,high-medium energy,E,emotionally negative,1500.0,Juice WRLD ,Reminds Me Of You,87.0,0.0,15.0,0,961978.0,31142891.0
Rap God,Eminem ,6or1bKJiZ06IlK0vFvY75k,363.521,0.843,148.14,1,4,0.625,7,high-energy,G,emotionally positive,1501.0,Eminem ,Rap God,296.0,0.0,116.0,0,193699.0,31065356.0
The Night Is Still Young,Nicki Minaj ,4bBrKDo8rchikwZOtmXbIH,227.56,0.692,128.016,0,4,0.693,1,high-medium energy,C#/Db,emotionally positive,1502.0,Nicki Minaj ,The Night Is Still Young,186.0,0.0,21.0,0,323254.0,30764917.0
Stay High,Juice WRLD ,21CkzgKCBCq5V4XKjiGSIj,168.685,0.5,76.968,1,4,0.433,8,high-medium energy,G#/Ab,emotionally negative,1503.0,Juice WRLD ,Stay High,77.0,0.0,11.0,0,2009815.0,30746480.0
Calm Down,Rema ,6hgoYQDUcPyCz7LcTUHKxa,219.813,0.781,107.007,1,4,0.824,11,high-energy,B,highly emotionally positive,1504.0,Rema ,Calm Down,102.0,0.0,53.0,0,400319.0,30698893.0
Party,Chris Brown ,1KhljCoJ2TgDEldnnfTHHc,221.178,0.576,142.096,0,4,0.316,1,high-medium energy,C#/Db,emotionally negative,1505.0,Chris Brown ,Party,151.0,0.0,95.0,0,251060.0,30695726.0
Futsal Shuffle 2020  Bonus Track,Lil Uzi Vert ,2fOlBMkWR7lXJfqp5VTbDG,198.913,0.448,136.985,0,4,0.278,7,low-medium energy,G,emotionally negative,1506.0,Lil Uzi Vert ,Futsal Shuffle 2020  Bonus Track,86.0,0.0,13.0,0,956084.0,30664662.0
Racks In The Middle,Nipsey Hussle ,6ya8ejoKgw906Y8LWclqrp,233.278,0.833,79.351,0,4,0.702,5,high-energy,F,emotionally positive,1507.0,Nipsey Hussle ,Racks In The Middle,87.0,0.0,21.0,0,890275.0,30654165.0
Ski,Young Stoner Life ,6755DFiZ7CWe2WMdTGW5C1,152.333,0.621,123.016,0,4,0.883,8,high-medium energy,G#/Ab,highly emotionally positive,1508.0,Young Stoner Life ,Ski,98.0,1.0,10.0,0,983162.0,30644017.0
Break Up In A Small Town,Sam Hunt ,7aftSOGSOpSoIlVAQVBb71,229.88,0.776,136.044,1,4,0.434,8,high-energy,G#/Ab,emotionally negative,1509.0,Sam Hunt ,Break Up In A Small Town,212.0,0.0,42.0,0,261733.0,30587273.0
Easier,5 Seconds of Summer ,2bjUEg4jBtKBlPdNrTAppI,158.099,0.46,176.055,1,4,0.623,5,low-medium energy,F,emotionally positive,1510.0,5 Seconds of Summer ,Easier,86.0,0.0,18.0,0,793676.0,30543478.0
Here With Me,d4vd ,5LrN7yUQAzvthd4QujgPFr,242.485,0.458,132.025,1,4,0.299,4,low-medium energy,E,emotionally negative,1511.0,d4vd ,Here With Me,71.0,0.0,20.0,0,587499.0,30491119.0
Line Without a Hook,Ricky Montgomery ,5NvOZCjZaGGGL597exlQWv,249.587,0.652,190.028,1,3,0.507,8,high-medium energy,G#/Ab,emotionally positive,1512.0,Ricky Montgomery ,Line Without a Hook,123.0,0.0,72.0,0,329732.0,30484202.0
The Feeling,Justin Bieber ,7E390nZTMqEbrNC1TmHd42,244.907,0.809,127.073,0,4,0.21,1,high-energy,C#/Db,highly emotionally negative,1513.0,Justin Bieber ,The Feeling,128.0,12.0,7.0,0,705459.0,30452912.0
Steal My Girl,One Direction ,2Bs4jQEGMycglOfWPBqrVG,228.133,0.768,77.217,0,4,0.545,10,high-energy,A#/Bb,emotionally positive,1514.0,One Direction ,Steal My Girl,172.0,7.0,4.0,0,359542.0,30423805.0
Pity Party,Melanie Martinez ,3fo6DYGktjENCiagUeU9yH,204.086,0.73,136.05,0,4,0.339,6,high-medium energy,F#/Gb,emotionally negative,1515.0,Melanie Martinez ,Pity Party,126.0,0.0,53.0,0,307533.0,30351358.0
Still Trappin',Lil Durk ,1lw4FrPr3Y8R7Q1Mro2TMe,172.185,0.679,144.93,0,4,0.624,5,high-medium energy,F,emotionally positive,1516.0,Lil Durk ,Still Trappin',112.0,0.0,42.0,0,384229.0,30319214.0
Tomorrow 2,GloRilla ,0WNfQxDGaPTl0yogcMR5v1,209.811,0.814,160.039,1,4,0.68,0,high-energy,C,emotionally positive,1517.0,GloRilla ,Tomorrow 2,86.0,0.0,39.0,0,454110.0,30296028.0
Winter Wonderland  Remastered,Bing Crosby ,2IuUMx3uxxJAHcH41aYtn0,144.253,0.23,126.655,1,4,0.537,10,low energy,A#/Bb,emotionally positive,1518.0,Bing Crosby ,Winter Wonderland  Remastered,63.0,0.0,30.0,0,1655392.0,30273725.0
RGF Island,Fetty Wap ,1iuljeYz6ZG3GTJOZZkoer,173.893,0.764,137.98,0,4,0.518,0,high-energy,C,emotionally positive,1519.0,Fetty Wap ,RGF Island,176.0,0.0,12.0,0,450960.0,30265857.0
Another Love,Tom Odell ,3LO3fkXAyzyhKjfx0IBhCh,284.12,0.505,105.386,0,4,0.143,1,high-medium energy,C#/Db,highly emotionally negative,1520.0,Tom Odell ,Another Love,107.0,0.0,81.0,0,337198.0,30208862.0
"I Don't Like It, I Love It",Flo Rida ,2S5LNtRVRPbXk01yRQ14sZ,224.258,0.766,118.004,0,4,0.784,9,high-energy,A,highly emotionally positive,1521.0,Flo Rida ,"I Don't Like It, I Love It",169.0,0.0,21.0,0,315758.0,30175009.0
Up,NAV ,5qbcsZMwL0x46sX7VO37Ye,199.52,0.491,154.132,0,4,0.376,8,low-medium energy,G#/Ab,emotionally negative,1522.0,NAV ,Up,128.0,0.0,68.0,0,366731.0,30163651.0
You Make It Feel Like Christmas,Gwen Stefani ,2OQ6a4CfUeYskpTTgyawyJ,156.773,0.87,92.999,0,4,0.912,2,high-energy,D,highly emotionally positive,1523.0,Gwen Stefani ,You Make It Feel Like Christmas,71.0,0.0,44.0,0,1207566.0,30163041.0
Happy Holiday / The Holiday Season,Andy Williams ,3sDdyBHQ60Cs1opmIyRvhp,156.867,0.451,74.347,0,4,0.744,9,low-medium energy,A,emotionally positive,1524.0,Andy Williams ,Happy Holiday / The Holiday Season,66.0,0.0,35.0,0,1510090.0,30156265.0
What About Us,P!nk ,0Qh38w01QRXK6KHIv0e3hb,269.6,0.588,113.608,1,4,0.193,1,high-medium energy,C#/Db,highly emotionally negative,1525.0,P!nk ,What About Us,105.0,0.0,42.0,0,464544.0,30152791.0
Throw Sum Mo,Rae Sremmurd ,5uqphUYsR45kPYplrYSAQh,260.453,0.627,142.062,0,4,0.594,6,high-medium energy,F#/Gb,emotionally positive,1526.0,Rae Sremmurd ,Throw Sum Mo,246.0,0.0,28.0,0,267102.0,30135936.0
Something In The Way  Remastered,Nirvana ,1nFtiJxYdhtFfFtfXBv06s,232.147,0.201,105.218,1,4,0.0668,8,low energy,G#/Ab,highly emotionally negative,1527.0,Nirvana ,Something In The Way  Remastered,68.0,17.0,2.0,(x4),858684.0,30074497.0
Let Her Go,Passenger ,1KxwZYyzWNyZSRyErj2ojT,252.733,0.545,74.897,1,4,0.243,7,high-medium energy,G,highly emotionally negative,1528.0,Passenger ,Let Her Go,315.0,0.0,54.0,0,197021.0,30069845.0
Take Your Time,Sam Hunt ,6DEaND0SHv3sC11xobZLiy,243.707,0.719,158.031,1,4,0.483,11,high-medium energy,B,emotionally negative,1529.0,Sam Hunt ,Take Your Time,239.0,0.0,36.0,0,194649.0,30009669.0
Look At Her Now,Selena Gomez ,7eOkHIcaoUhngxxypM5Ajr,162.596,0.564,77.342,0,5,0.55,10,high-medium energy,A#/Bb,emotionally positive,1530.0,Selena Gomez ,Look At Her Now,67.0,1.0,5.0,0,1300093.0,29986586.0
Don't Think Jesus,Morgan Wallen ,77qpDGhjN7Hdp12JkPpHvY,225.665,0.416,116.997,1,3,0.245,2,low-medium energy,D,highly emotionally negative,1531.0,Morgan Wallen ,Don't Think Jesus,82.0,8.0,3.0,(x3),1448125.0,29980127.0
Outta My Head,Khalid ,09oZ9eXQ2fo6YDrPzJqAoP,177.067,0.545,103.012,1,4,0.514,0,high-medium energy,C,emotionally positive,1532.0,Khalid ,Outta My Head,65.0,4.0,6.0,0,1304358.0,29957244.0
Legacy,Offset ,7pMRoGLEJuFM2wl5pt0R99,244.941,0.513,128.085,1,4,0.344,1,high-medium energy,C#/Db,emotionally negative,1533.0,Offset ,Legacy,84.0,0.0,12.0,0,997325.0,29954925.0
Sacrifice,The Weeknd ,30PHFFGZcenXBPZz2dNnqI,188.918,0.795,122.0,0,4,0.905,11,high-energy,B,highly emotionally positive,1534.0,The Weeknd ,Sacrifice,66.0,12.0,1.0,(x2),1950078.0,29954189.0
Empty,Juice WRLD ,3T06rGO2dVEntMvym0vpQu,248.431,0.561,77.535,1,4,0.463,0,high-medium energy,C,emotionally negative,1535.0,Juice WRLD ,Empty,90.0,1.0,10.0,0,1271476.0,29946861.0
I WANNA BE YOUR SLAVE,Måneskin ,4pt5fDVTg5GhEvEtlz9dKk,173.347,0.608,132.507,1,4,0.958,1,high-medium energy,C#/Db,highly emotionally positive,1536.0,Måneskin ,I WANNA BE YOUR SLAVE,89.0,0.0,43.0,0,448006.0,29927228.0
Questions,Chris Brown ,3ojTJaonfkL96iIWa47SU3,129.478,0.598,105.803,0,4,0.565,10,high-medium energy,A#/Bb,emotionally positive,1537.0,Chris Brown ,Questions,102.0,0.0,51.0,0,407975.0,29925889.0
Remind Me to Forget,Kygo ,6xTU6B6nFwKKTSZ9ySXS80,217.293,0.505,99.017,1,4,0.312,0,high-medium energy,C,emotionally negative,1538.0,Kygo ,Remind Me to Forget,92.0,0.0,54.0,0,456343.0,29883022.0
LOT OF ME,Lil Tecca ,2ZXxRC6V6AXzMdbLQZMHSB,123.871,0.537,77.444,1,4,0.7,0,high-medium energy,C,emotionally positive,1539.0,Lil Tecca ,LOT OF ME,113.0,0.0,62.0,0,323487.0,29881594.0
Mr Loverman,Ricky Montgomery ,2IVsRhKrx8hlQBOWy4qebo,216.88,0.526,130.033,1,3,0.488,0,high-medium energy,C,emotionally negative,1540.0,Ricky Montgomery ,Mr Loverman,133.0,0.0,129.0,0,261854.0,29828809.0
Trust Nobody,Cashmere Cat ,5qYp1Wf3gh0lGWdIS5lIrX,215.67,0.625,78.762,1,5,0.748,10,high-medium energy,A#/Bb,emotionally positive,1541.0,Cashmere Cat ,Trust Nobody,118.0,0.0,39.0,0,378441.0,29819484.0
First Time,Kygo ,2Gl0FzuLxflY6nPifJp5Dr,193.511,0.592,90.066,0,4,0.679,0,high-medium energy,C,emotionally positive,1542.0,Kygo ,First Time,80.0,0.0,35.0,0,612805.0,29815835.0
Otherside,Post Malone ,4qWCFTuNnmGNdY4egtb4ZY,228.227,0.643,104.932,0,4,0.109,9,high-medium energy,A,highly emotionally negative,1543.0,Post Malone ,Otherside,55.0,0.0,14.0,0,2210236.0,29781234.0
Me Too,Meghan Trainor ,3KwwE4sgCzMaKWq6QBebmX,181.24,0.694,123.831,0,4,0.833,11,high-medium energy,B,highly emotionally positive,1544.0,Meghan Trainor ,Me Too,148.0,0.0,59.0,0,298472.0,29771261.0
SAD GIRLZ LUV MONEY Remix,Amaarae ,09gysnJpfQ3ublBmJDfcEC,204.764,0.523,110.02,0,4,0.319,1,high-medium energy,C#/Db,emotionally negative,1545.0,Amaarae ,SAD GIRLZ LUV MONEY Remix,97.0,0.0,34.0,0,509737.0,29739148.0
Hurts So Good,Astrid S ,46u5B2WN4wryYLZuMAOmI4,208.729,0.625,120.038,0,4,0.423,7,high-medium energy,G,emotionally negative,1546.0,Astrid S ,Hurts So Good,124.0,0.0,55.0,0,330109.0,29711883.0
Dark Horse,Katy Perry ,4jbmgIyjGoXjY01XxatOx6,215.672,0.585,131.934,1,4,0.353,6,high-medium energy,F#/Gb,emotionally negative,1547.0,Katy Perry ,Dark Horse,286.0,0.0,24.0,0,314347.0,29708371.0
Yours,Russell Dickerson ,3I4WFddKpe2PGZWFh7f10J,216.96,0.722,134.058,1,4,0.558,11,high-medium energy,B,emotionally positive,1548.0,Russell Dickerson ,Yours,139.0,0.0,125.0,0,281544.0,29689707.0
